norm,description,citation,category,associated_embed,type,n_ratings
aoa_khanna,Participant esimate of the age of acquiring the word. 1-7 scale with lower number indicating younger and 7 indicating they do not know the word.,"@article{khanna2011age,
  title={Age of acquisition estimates for 1,208 ambiguous and polysemous words},
  author={Khanna, Maya M and Cortese, Michael J},
  journal={Behavior Research Methods},
  volume={43},
  pages={89--96},
  year={2011},
  publisher={Springer}
}",age_of_acquisition,,numeric,1314
rt_khanna,Reaction time (milliseconds) for performing the aoa_khanna rating task. ,"@article{khanna2011age,
  title={Age of acquisition estimates for 1,208 ambiguous and polysemous words},
  author={Khanna, Maya M and Cortese, Michael J},
  journal={Behavior Research Methods},
  volume={43},
  pages={89--96},
  year={2011},
  publisher={Springer}
}",semantic_decision,,numeric,1314
aoa_hollis,Value score ranging from 0 (youngest) to 1 (oldest) based on 4-tuple rating task. ,"@article{hollis2018best,
  title={When is best-worst best? A comparison of best-worst scaling, numeric estimation, and rating scales for collection of semantic norms},
  author={Hollis, Geoff and Westbury, Chris},
  journal={Behavior research methods},
  volume={50},
  pages={115--133},
  year={2018},
  publisher={Springer}
}",age_of_acquisition,,numeric,1040
valence_hollis,Value score ranging from 0 (least pleasant) to 1 (most pleaseant)  based on 4-tuple rating task. ,"@article{hollis2018best,
  title={When is best-worst best? A comparison of best-worst scaling, numeric estimation, and rating scales for collection of semantic norms},
  author={Hollis, Geoff and Westbury, Chris},
  journal={Behavior research methods},
  volume={50},
  pages={115--133},
  year={2018},
  publisher={Springer}
}",valence,,numeric,1040
arousal_hollis,Value score ranging from 0 (least arousing) to 1 (most arousing)  based on 4-tuple rating task. ,"@article{hollis2018best,
  title={When is best-worst best? A comparison of best-worst scaling, numeric estimation, and rating scales for collection of semantic norms},
  author={Hollis, Geoff and Westbury, Chris},
  journal={Behavior research methods},
  volume={50},
  pages={115--133},
  year={2018},
  publisher={Springer}
}",arousal,,numeric,1040
concreteness_hollis,Proportion of times an item was chosen as the least concrete subtracted from the proportion of ties it was chosen as the most concrete  based on 4-tuple rating task.  ,"@article{hollis2018best,
  title={When is best-worst best? A comparison of best-worst scaling, numeric estimation, and rating scales for collection of semantic norms},
  author={Hollis, Geoff and Westbury, Chris},
  journal={Behavior research methods},
  volume={50},
  pages={115--133},
  year={2018},
  publisher={Springer}
}",concreteness,,numeric,1040
aoa_stration,"Ratings on a scale of 1 (prenursery, age 2) to 9 (eight grade and above, age 13 and older) (White, 2973)","@article{stration1975age,
  title={Age-of-acquisition, imagery, familiarity and meaningfulness norms for 543 words},
  author={Stration, R Paul and Jacobus, Kenneth A and Brinley, Bonnie},
  journal={Behavior Research Methods \& Instrumentation},
  volume={7},
  number={1},
  pages={1--6},
  year={1975},
  publisher={Springer}
}",age_of_acquisition,,numeric,514
imagery_stration,"Ratings on a scale of 1 (very difficult, image aroused after a long delay or not at all) to 5 (very easy, image aroused immediately (Pavia et al, 1968)","@article{stration1975age,
  title={Age-of-acquisition, imagery, familiarity and meaningfulness norms for 543 words},
  author={Stration, R Paul and Jacobus, Kenneth A and Brinley, Bonnie},
  journal={Behavior Research Methods \& Instrumentation},
  volume={7},
  number={1},
  pages={1--6},
  year={1975},
  publisher={Springer}
}",imageability,,numeric,514
familiarity_stration,Ratings on a scale of 1 (never used) to 5 (used every day),"@article{stration1975age,
  title={Age-of-acquisition, imagery, familiarity and meaningfulness norms for 543 words},
  author={Stration, R Paul and Jacobus, Kenneth A and Brinley, Bonnie},
  journal={Behavior Research Methods \& Instrumentation},
  volume={7},
  number={1},
  pages={1--6},
  year={1975},
  publisher={Springer}
}",familiarity,,numeric,514
meaningfulness_stration,Mean number of associations give under Noble's (1952) instructions for a 30 second production period.,"@article{stration1975age,
  title={Age-of-acquisition, imagery, familiarity and meaningfulness norms for 543 words},
  author={Stration, R Paul and Jacobus, Kenneth A and Brinley, Bonnie},
  journal={Behavior Research Methods \& Instrumentation},
  volume={7},
  number={1},
  pages={1--6},
  year={1975},
  publisher={Springer}
}",associatability,,numeric,514
valence_garrido,Extent to which participants thought the word generated negative or positive feelings (from 1 = Very negative to 7 = Very positive),"@article{garrido2021comparing,
  title={Comparing the valence, emotionality and subjective familiarity of words in a first and a second language},
  author={Garrido, Margarida V and Prada, Mar{\'\i}lia},
  journal={International Journal of Bilingual Education and Bilingualism},
  volume={24},
  number={2},
  pages={275--291},
  year={2021},
  publisher={Taylor \& Francis}
}",valence,,numeric,320
emotionality_garrido,Extent to which participants thought the feeling generated by the word was intense (from 1 = Not very intense to 7 = Very intense),"@article{garrido2021comparing,
  title={Comparing the valence, emotionality and subjective familiarity of words in a first and a second language},
  author={Garrido, Margarida V and Prada, Mar{\'\i}lia},
  journal={International Journal of Bilingual Education and Bilingualism},
  volume={24},
  number={2},
  pages={275--291},
  year={2021},
  publisher={Taylor \& Francis}
}",emotion,,numeric,320
familiarity_garrido,"subjective rating of how frequently the person reads, speaks or listens to the word (from 1 = Not very familiar to 7 = Very familiar)","@article{garrido2021comparing,
  title={Comparing the valence, emotionality and subjective familiarity of words in a first and a second language},
  author={Garrido, Margarida V and Prada, Mar{\'\i}lia},
  journal={International Journal of Bilingual Education and Bilingualism},
  volume={24},
  number={2},
  pages={275--291},
  year={2021},
  publisher={Taylor \& Francis}
}",familiarity,,numeric,320
angry_zupan,Degree to which word represents angry (1 = not at all; 9 = extremely well),"@article{zupan2023categorising,
  title={Categorising emotion words: the influence of response options},
  author={Zupan, Barbra and Dempsey, Lynn and Hartwell, Katelyn},
  journal={Language and Cognition},
  volume={15},
  number={1},
  pages={29--52},
  year={2023},
  publisher={Cambridge University Press}
}",emotion,,numeric,497
fearful_zupan,Degree to which word represents fearful (1 = not at all; 9 = extremely well),"@article{zupan2023categorising,
  title={Categorising emotion words: the influence of response options},
  author={Zupan, Barbra and Dempsey, Lynn and Hartwell, Katelyn},
  journal={Language and Cognition},
  volume={15},
  number={1},
  pages={29--52},
  year={2023},
  publisher={Cambridge University Press}
}",emotion,,numeric,497
happy_zupan,"Degree to which word represents ""happy"" (1 = not at all; 9 = extremely well)","@article{zupan2023categorising,
  title={Categorising emotion words: the influence of response options},
  author={Zupan, Barbra and Dempsey, Lynn and Hartwell, Katelyn},
  journal={Language and Cognition},
  volume={15},
  number={1},
  pages={29--52},
  year={2023},
  publisher={Cambridge University Press}
}",emotion,,numeric,497
intensity_zupan,Participnt ratings of intensity (1 = extremely low; 9 = extremely high),"@article{zupan2023categorising,
  title={Categorising emotion words: the influence of response options},
  author={Zupan, Barbra and Dempsey, Lynn and Hartwell, Katelyn},
  journal={Language and Cognition},
  volume={15},
  number={1},
  pages={29--52},
  year={2023},
  publisher={Cambridge University Press}
}",emotion,,numeric,497
neutral_zupan,Degree to which word represents neutral (1 = not at all; 9 = extremely well),"@article{zupan2023categorising,
  title={Categorising emotion words: the influence of response options},
  author={Zupan, Barbra and Dempsey, Lynn and Hartwell, Katelyn},
  journal={Language and Cognition},
  volume={15},
  number={1},
  pages={29--52},
  year={2023},
  publisher={Cambridge University Press}
}",valence,,numeric,497
sad_zupan,Degree to which word represents sad (1 = not at all; 9 = extremely well),"@article{zupan2023categorising,
  title={Categorising emotion words: the influence of response options},
  author={Zupan, Barbra and Dempsey, Lynn and Hartwell, Katelyn},
  journal={Language and Cognition},
  volume={15},
  number={1},
  pages={29--52},
  year={2023},
  publisher={Cambridge University Press}
}",emotion,,numeric,497
valence_zupan,Participant ratings of valence (1 = extremely negative; 9 = extremely positive),"@article{zupan2023categorising,
  title={Categorising emotion words: the influence of response options},
  author={Zupan, Barbra and Dempsey, Lynn and Hartwell, Katelyn},
  journal={Language and Cognition},
  volume={15},
  number={1},
  pages={29--52},
  year={2023},
  publisher={Cambridge University Press}
}",valence,,numeric,497
aoa_bird,"Age of acquisition ratings converted from participant's having circled age bands to a 1-7 scale (1=0-2 years, 7=13 years and older), with interim bands of two years each. Rating for each item was multiplied by 100 for consistency with MRC psychonliguistic database (1997)","@article{bird2001age,
  title={Age of acquisition and imageability ratings for a large set of words, including verbs and function words},
  author={Bird, Helen and Franklin, Sue and Howard, David},
  journal={Behavior Research Methods, Instruments, \& Computers},
  volume={33},
  number={1},
  pages={73--79},
  year={2001},
  publisher={Springer}
}",age_of_acquisition,,numeric,2523
imageability_bird,"Participant ratings of imageability (1=least imageable, 7=most imageable)","@article{bird2001age,
  title={Age of acquisition and imageability ratings for a large set of words, including verbs and function words},
  author={Bird, Helen and Franklin, Sue and Howard, David},
  journal={Behavior Research Methods, Instruments, \& Computers},
  volume={33},
  number={1},
  pages={73--79},
  year={2001},
  publisher={Springer}
}",imageability,,numeric,1872
rt_ley,Mean time between cue and response (seconds),"@article{ley1975associative,
  title={Associative reaction time, meaningfulness, and pronunciability ratings of 382 words and paralogs},
  author={Ley, Ronald and Tesiny, Edward},
  journal={Bulletin of the Psychonomic Society},
  volume={6},
  number={6},
  pages={645--648},
  year={1975},
  publisher={Springer}
}",semantic_decision,,numeric,382
meaningfulness_ley,mean participant estimate of the number of associations they could make to each word in relation to the other units along a continuum from 1 (none) to 5 (very many).,"@article{ley1975associative,
  title={Associative reaction time, meaningfulness, and pronunciability ratings of 382 words and paralogs},
  author={Ley, Ronald and Tesiny, Edward},
  journal={Bulletin of the Psychonomic Society},
  volume={6},
  number={6},
  pages={645--648},
  year={1975},
  publisher={Springer}
}",associatability,,numeric,382
happiness_stevenson,"Mean participant rating of word on how strongly the word elicits happiness (1=not at all, 5=extremely)","@article{stevenson2007characterization,
  title={Characterization of the affective norms for English words by discrete emotional categories},
  author={Stevenson, Ryan A and Mikels, Joseph A and James, Thomas W},
  journal={Behavior research methods},
  volume={39},
  number={4},
  pages={1020--1024},
  year={2007},
  publisher={Springer}
}",emotion,,numeric,1034
anger_stevenson,"Mean participant rating of word on how strongly the word elicits anger (1=not at all, 5=extremely)","@article{stevenson2007characterization,
  title={Characterization of the affective norms for English words by discrete emotional categories},
  author={Stevenson, Ryan A and Mikels, Joseph A and James, Thomas W},
  journal={Behavior research methods},
  volume={39},
  number={4},
  pages={1020--1024},
  year={2007},
  publisher={Springer}
}",emotion,,numeric,1034
sadness_stevenson,"Mean participant rating of word on how strongly the word elicits sadness (1=not at all, 5=extremely)","@article{stevenson2007characterization,
  title={Characterization of the affective norms for English words by discrete emotional categories},
  author={Stevenson, Ryan A and Mikels, Joseph A and James, Thomas W},
  journal={Behavior research methods},
  volume={39},
  number={4},
  pages={1020--1024},
  year={2007},
  publisher={Springer}
}",emotion,,numeric,1034
fear_stevenson,"Mean participant rating of word on how strongly the word elicits fear (1=not at all, 5=extremely)","@article{stevenson2007characterization,
  title={Characterization of the affective norms for English words by discrete emotional categories},
  author={Stevenson, Ryan A and Mikels, Joseph A and James, Thomas W},
  journal={Behavior research methods},
  volume={39},
  number={4},
  pages={1020--1024},
  year={2007},
  publisher={Springer}
}",emotion,,numeric,1034
disgust_stevenson,"Mean participant rating of word on how strongly the word elicits disgust (1=not at all, 5=extremely)","@article{stevenson2007characterization,
  title={Characterization of the affective norms for English words by discrete emotional categories},
  author={Stevenson, Ryan A and Mikels, Joseph A and James, Thomas W},
  journal={Behavior research methods},
  volume={39},
  number={4},
  pages={1020--1024},
  year={2007},
  publisher={Springer}
}",emotion,,numeric,1034
iconicity_perry,Words rated on a scale from -5 (word sounds like the opposite of what it means to 0 (arbitrary) to 1 (word sounds like what it means),"@article{perry2018iconicity,
  title={Iconicity in the speech of children and adults},
  author={Perry, Lynn K and Perlman, Marcus and Winter, Bodo and Massaro, Dominic W and Lupyan, Gary},
  journal={Developmental Science},
  volume={21},
  number={3},
  pages={e12572},
  year={2018},
  publisher={Wiley Online Library}
}",iconicity/transparency,,numeric,3001
goodness_brown,Mean goodness on a 7-point scale (good-bad),"@article{brown1969five,
  title={Five rated characteristics of 650 word association stimuli},
  author={Brown, WP and Ure, Dorothy MJ},
  journal={British Journal of Psychology},
  volume={60},
  number={2},
  pages={233--249},
  year={1969},
  publisher={Wiley Online Library}
}",valence,,numeric,650
pleasantness_brown,Mean pleasentenss on a 7-point scale (pleasent-unpleasent),"@article{brown1969five,
  title={Five rated characteristics of 650 word association stimuli},
  author={Brown, WP and Ure, Dorothy MJ},
  journal={British Journal of Psychology},
  volume={60},
  number={2},
  pages={233--249},
  year={1969},
  publisher={Wiley Online Library}
}",valence,,numeric,650
emotionality_brown,Mean emotionality on a 7-point scale. (how emotional),"@article{brown1969five,
  title={Five rated characteristics of 650 word association stimuli},
  author={Brown, WP and Ure, Dorothy MJ},
  journal={British Journal of Psychology},
  volume={60},
  number={2},
  pages={233--249},
  year={1969},
  publisher={Wiley Online Library}
}",emotion,,numeric,650
concreteness_brown,Mean concreteness on a 7-point scale. (concrete-abstract),"@article{brown1969five,
  title={Five rated characteristics of 650 word association stimuli},
  author={Brown, WP and Ure, Dorothy MJ},
  journal={British Journal of Psychology},
  volume={60},
  number={2},
  pages={233--249},
  year={1969},
  publisher={Wiley Online Library}
}",concreteness,,numeric,650
meaningfulness_brown,How quick and easy it is to think of associations to the word. ,"@article{brown1969five,
  title={Five rated characteristics of 650 word association stimuli},
  author={Brown, WP and Ure, Dorothy MJ},
  journal={British Journal of Psychology},
  volume={60},
  number={2},
  pages={233--249},
  year={1969},
  publisher={Wiley Online Library}
}",associatability,,numeric,650
difficulty_rudell,"Mean ratings of the difficulty of each word on a 5-point scale (x100) based on the level of development typically needed for use and comprehension by: (1) a six-year old child, (2) a grade school student, (3) a high school student, (4) a well-read adult, or (5) a professor in his/her particular field of expertis","@article{rudell1993frequency,
  title={Frequency of word usage and perceived word difficulty: Ratings of Ku{\v{c}}era and Francis words},
  author={Rudell, Alan P},
  journal={Behavior Research Methods, Instruments, \& Computers},
  volume={25},
  number={4},
  pages={455--463},
  year={1993},
  publisher={Springer}
}",age_of_acquisition,,numeric,870
imageability_chiarello,"Mean imageability rating on 7-point scale (1 = not
at all imageable; 7 = highly imageable)","@article{chiarello1999imageability,
  title={Imageability and distributional typicality measures of nouns and verbs in contemporary English},
  author={Chiarello, Christine and Shears, Connie and Lund, Kevin},
  journal={Behavior Research Methods, Instruments, \& Computers},
  volume={31},
  number={4},
  pages={603--637},
  year={1999},
  publisher={Springer}
}",imageability,,numeric,1196
rt_chiarello," time from the onset ofthe stimulus
ward until the Enter key was pressed.","@article{chiarello1999imageability,
  title={Imageability and distributional typicality measures of nouns and verbs in contemporary English},
  author={Chiarello, Christine and Shears, Connie and Lund, Kevin},
  journal={Behavior Research Methods, Instruments, \& Computers},
  volume={31},
  number={4},
  pages={603--637},
  year={1999},
  publisher={Springer}
}",semantic_decision,,numeric,1196
personal_use_janschewitz,"Rated on a scale of 1 to 9, indicating the frequency with which the participant uses the word themselves, with 1 being ""never use"" and 9 being ""use very often.""","@article{janschewitz2008taboo,
  title={Taboo, emotionally valenced, and emotionally neutral word norms},
  author={Janschewitz, Kristin},
  journal={Behavior research methods},
  volume={40},
  number={4},
  pages={1065--1074},
  year={2008},
  publisher={Springer}
}",familiarity,,numeric,460
familiarity_janschewitz,"Rated on a scale of 1 to 9, reflecting how often the participant has encountered the word in any context (heard, read, etc.), with 1 being ""not familiar"" and 9 being ""very familiar.""","@article{janschewitz2008taboo,
  title={Taboo, emotionally valenced, and emotionally neutral word norms},
  author={Janschewitz, Kristin},
  journal={Behavior research methods},
  volume={40},
  number={4},
  pages={1065--1074},
  year={2008},
  publisher={Springer}
}",familiarity,,numeric,460
offensiveness_janschewitz,"Rated on a scale of 1 to 9, indicating the extent to which the participant finds the word personally offensive or upsetting, with 1 being ""not offensive"" and 9 being ""highly offensive.""","@article{janschewitz2008taboo,
  title={Taboo, emotionally valenced, and emotionally neutral word norms},
  author={Janschewitz, Kristin},
  journal={Behavior research methods},
  volume={40},
  number={4},
  pages={1065--1074},
  year={2008},
  publisher={Springer}
}",social/moral,,numeric,460
tabooness_janschewitz,"Rated on a scale of 1 to 9, indicating the perceived offensiveness or upsetting nature of the word to people in general, considering multiple contexts and speakers, with 1 being ""not taboo"" and 9 being ""highly taboo.""","@article{janschewitz2008taboo,
  title={Taboo, emotionally valenced, and emotionally neutral word norms},
  author={Janschewitz, Kristin},
  journal={Behavior research methods},
  volume={40},
  number={4},
  pages={1065--1074},
  year={2008},
  publisher={Springer}
}",social/moral,,numeric,460
valence_janschewitz,"Rated on a scale of 1 to 9, representing the participant's evaluation of the word as good or bad, with larger numbers indicating a more positive evaluation, smaller numbers indicating a more negative evaluation, and 5 indicating neutrality.","@article{janschewitz2008taboo,
  title={Taboo, emotionally valenced, and emotionally neutral word norms},
  author={Janschewitz, Kristin},
  journal={Behavior research methods},
  volume={40},
  number={4},
  pages={1065--1074},
  year={2008},
  publisher={Springer}
}",valence,,numeric,460
arousal_janschewitz,"Rated on a scale of 1 to 9, indicating the extent to which the word is exciting or attention-grabbing, with 1 being ""not arousing"" and 9 being ""highly arousing.""","@article{janschewitz2008taboo,
  title={Taboo, emotionally valenced, and emotionally neutral word norms},
  author={Janschewitz, Kristin},
  journal={Behavior research methods},
  volume={40},
  number={4},
  pages={1065--1074},
  year={2008},
  publisher={Springer}
}",arousal,,numeric,460
imageability_janschewitz,"Rated on a scale of 1 to 9, reflecting how easily a participant can form a mental image of the word, with 1 being ""difficult to imagine"" and 9 being ""easily imaginable.""","@article{janschewitz2008taboo,
  title={Taboo, emotionally valenced, and emotionally neutral word norms},
  author={Janschewitz, Kristin},
  journal={Behavior research methods},
  volume={40},
  number={4},
  pages={1065--1074},
  year={2008},
  publisher={Springer}
}",imageability,,numeric,460
perc_known_britz,Mean percentage of participants who indicated they know the meaning of the word (across three rated norms),"@article{britz2023english,
  title={An English list of trait words including valence, social desirability, and observability ratings},
  author={Britz, Sara and Rader, Lena and Gauggel, Siegfried and Mainz, Verena},
  journal={Behavior Research Methods},
  volume={55},
  number={5},
  pages={2669--2686},
  year={2023},
  publisher={Springer}
}",familiarity,,numeric,500
valence_britz,"Mean valence ratings on a scale of -3 (extremely negative) to +3 (extremely positive), with 0=neutral","@article{britz2023english,
  title={An English list of trait words including valence, social desirability, and observability ratings},
  author={Britz, Sara and Rader, Lena and Gauggel, Siegfried and Mainz, Verena},
  journal={Behavior Research Methods},
  volume={55},
  number={5},
  pages={2669--2686},
  year={2023},
  publisher={Springer}
}",valence,,numeric,501
social_des_britz,Mean social desirability ratings on a scale of -3 (extemely socially undesirable) to +3 (extremely socially desirable),"@article{britz2023english,
  title={An English list of trait words including valence, social desirability, and observability ratings},
  author={Britz, Sara and Rader, Lena and Gauggel, Siegfried and Mainz, Verena},
  journal={Behavior Research Methods},
  volume={55},
  number={5},
  pages={2669--2686},
  year={2023},
  publisher={Springer}
}",social/moral,,numeric,501
observability_britz,Mean ratings on a scale of 1 (extremely difficult to observe) to 4 (extremely easy to observe),"@article{britz2023english,
  title={An English list of trait words including valence, social desirability, and observability ratings},
  author={Britz, Sara and Rader, Lena and Gauggel, Siegfried and Mainz, Verena},
  journal={Behavior Research Methods},
  volume={55},
  number={5},
  pages={2669--2686},
  year={2023},
  publisher={Springer}
}",sensory,,numeric,501
aoa_rodriguez,"Mean estimate of the age the participant learned the word, from 1 to 15+. ","@article{rodriguez2022subjective,
  title={Subjective age of acquisition norms for 1604 English words by Spanish L2 speakers of English and their relationship with lexico-semantic, affective, sociolinguistic and proficiency variables},
  author={Rodriguez-Cuadrado, Sara and Hinojosa, Jos{\'e} Antonio and Guasch, Marc and Romero-Rivas, Carlos and Sabater, Luc{\'\i}a and Su{\'a}rez-Coalla, Paz and Ferr{\'e}, Pilar},
  journal={Behavior Research Methods},
  pages={1--18},
  year={2022},
  publisher={Springer}
}",age_of_acquisition,,numeric,1604
perc_known_rodriguez,Percent of participants who knew the word. ,"@article{rodriguez2022subjective,
  title={Subjective age of acquisition norms for 1604 English words by Spanish L2 speakers of English and their relationship with lexico-semantic, affective, sociolinguistic and proficiency variables},
  author={Rodriguez-Cuadrado, Sara and Hinojosa, Jos{\'e} Antonio and Guasch, Marc and Romero-Rivas, Carlos and Sabater, Luc{\'\i}a and Su{\'a}rez-Coalla, Paz and Ferr{\'e}, Pilar},
  journal={Behavior Research Methods},
  pages={1--18},
  year={2022},
  publisher={Springer}
}",familiarity,,numeric,1604
rt_chen,Mean time taken to decide if the word was known.,"@article{chen2019evaluating,
  title={Evaluating objective and subjective frequency measures in L2 lexical processing},
  author={Chen, Xiaocong and Dong, Yanping},
  journal={Lingua},
  volume={230},
  pages={102738},
  year={2019},
  publisher={Elsevier}
}",semantic_decision,,numeric,370
accuracy_chen,Mean accuracy in judging whether the word is an English word or not. ,"@article{chen2019evaluating,
  title={Evaluating objective and subjective frequency measures in L2 lexical processing},
  author={Chen, Xiaocong and Dong, Yanping},
  journal={Lingua},
  volume={230},
  pages={102738},
  year={2019},
  publisher={Elsevier}
}",semantic_decision,,numeric,370
subjective_frequency_chen,Mean ratings from 1 (no exposure to the word at all) to 7 (extremely frequent exposure tot he word).,"@article{chen2019evaluating,
  title={Evaluating objective and subjective frequency measures in L2 lexical processing},
  author={Chen, Xiaocong and Dong, Yanping},
  journal={Lingua},
  volume={230},
  pages={102738},
  year={2019},
  publisher={Elsevier}
}",familiarity,,numeric,370
familiarity_juhasz,"Rated on a scale of 1 to 7, indicating how familiar the participant is with the word, with 1 being ""not familiar at all"" and 7 being ""extremely familiar.""","@article{juhasz2015database,
  title={A database of 629 English compound words: ratings of familiarity, lexeme meaning dominance, semantic transparency, age of acquisition, imageability, and sensory experience},
  author={Juhasz, Barbara J and Lai, Yun-Hsuan and Woodcock, Michelle L},
  journal={Behavior research methods},
  volume={47},
  pages={1004--1019},
  year={2015},
  publisher={Springer}
}",familiarity,,numeric,629
aoa_juhasz,"Rated on a scale of 1 to 7, reflecting the age at which the participant learned the word, with 1 corresponding to ages 0–2 and 7 to age 13 or older.","@article{juhasz2015database,
  title={A database of 629 English compound words: ratings of familiarity, lexeme meaning dominance, semantic transparency, age of acquisition, imageability, and sensory experience},
  author={Juhasz, Barbara J and Lai, Yun-Hsuan and Woodcock, Michelle L},
  journal={Behavior research methods},
  volume={47},
  pages={1004--1019},
  year={2015},
  publisher={Springer}
}",age_of_acquisition,,numeric,629
transparency_juhasz,"Rated on a scale of 1 to 7, indicating how transparent the relationship between the lexemes and the meaning of the compound word is, with 1 being ""not transparent at all"" and 7 being ""completely transparent.""","@article{juhasz2015database,
  title={A database of 629 English compound words: ratings of familiarity, lexeme meaning dominance, semantic transparency, age of acquisition, imageability, and sensory experience},
  author={Juhasz, Barbara J and Lai, Yun-Hsuan and Woodcock, Michelle L},
  journal={Behavior research methods},
  volume={47},
  pages={1004--1019},
  year={2015},
  publisher={Springer}
}",iconicity/transparency,,numeric,629
lexeme_dominance,"Rated on a scale of 0 to 10 for lexeme meaning dominance, presumably with higher numbers indicating greater dominance, although the specific endpoints of this scale are not provided in the paper.","@article{juhasz2015database,
  title={A database of 629 English compound words: ratings of familiarity, lexeme meaning dominance, semantic transparency, age of acquisition, imageability, and sensory experience},
  author={Juhasz, Barbara J and Lai, Yun-Hsuan and Woodcock, Michelle L},
  journal={Behavior research methods},
  volume={47},
  pages={1004--1019},
  year={2015},
  publisher={Springer}
}",iconicity/transparency,,numeric,629
imageability_juhasz,"Rated on a scale of 1 to 7 for imageability, where higher numbers indicate greater ease with which the word can evoke a mental image, with 1 being ""difficult to imagine"" and 7 being ""easily imaginable.""","@article{juhasz2015database,
  title={A database of 629 English compound words: ratings of familiarity, lexeme meaning dominance, semantic transparency, age of acquisition, imageability, and sensory experience},
  author={Juhasz, Barbara J and Lai, Yun-Hsuan and Woodcock, Michelle L},
  journal={Behavior research methods},
  volume={47},
  pages={1004--1019},
  year={2015},
  publisher={Springer}
}",imageability,,numeric,629
sensory_experience_juhasz,"Rated on a scale of 1 to 7 for sensory experience, where higher numbers suggest that the word evokes a stronger sensory or perceptual experience, with 1 being ""weak or no sensory experience"" and 7 being ""strong sensory experience""","@article{juhasz2015database,
  title={A database of 629 English compound words: ratings of familiarity, lexeme meaning dominance, semantic transparency, age of acquisition, imageability, and sensory experience},
  author={Juhasz, Barbara J and Lai, Yun-Hsuan and Woodcock, Michelle L},
  journal={Behavior research methods},
  volume={47},
  pages={1004--1019},
  year={2015},
  publisher={Springer}
}",sensory,,numeric,629
emotion_troche,"scale ranged from Strongly Disagree (1), through Neutral (4), to Strongly Agree (7). “I relate this word with human emotion.”","@article{troche2017defining,
  title={Defining a conceptual topography of word concreteness: Clustering properties of emotion, sensation, and magnitude among 750 English words},
  author={Troche, Joshua and Crutch, Sebastian J and Reilly, Jamie},
  journal={Frontiers in psychology},
  volume={8},
  pages={1787},
  year={2017},
  publisher={Frontiers Media SA}
}",emotion,,numeric,751
polarity_troche,"scale ranged from Strongly Disagree (1), through Neutral (4), to Strongly Agree (7). “I relate this word to positive or negative feelings in myself.”","@article{troche2017defining,
  title={Defining a conceptual topography of word concreteness: Clustering properties of emotion, sensation, and magnitude among 750 English words},
  author={Troche, Joshua and Crutch, Sebastian J and Reilly, Jamie},
  journal={Frontiers in psychology},
  volume={8},
  pages={1787},
  year={2017},
  publisher={Frontiers Media SA}
}",valence,,numeric,751
socialness_troche,"scale ranged from Strongly Disagree (1), through Neutral (4), to Strongly Agree (7). “I relate this word with relationships between people.”","@article{troche2017defining,
  title={Defining a conceptual topography of word concreteness: Clustering properties of emotion, sensation, and magnitude among 750 English words},
  author={Troche, Joshua and Crutch, Sebastian J and Reilly, Jamie},
  journal={Frontiers in psychology},
  volume={8},
  pages={1787},
  year={2017},
  publisher={Frontiers Media SA}
}",social/moral,,numeric,751
morality_troche,"scale ranged from Strongly Disagree (1), through Neutral (4), to Strongly Agree (7). “I relate this word to morality, rules or any other thing that governs my behavior”","@article{troche2017defining,
  title={Defining a conceptual topography of word concreteness: Clustering properties of emotion, sensation, and magnitude among 750 English words},
  author={Troche, Joshua and Crutch, Sebastian J and Reilly, Jamie},
  journal={Frontiers in psychology},
  volume={8},
  pages={1787},
  year={2017},
  publisher={Frontiers Media SA}
}",social/moral,,numeric,751
visual_troche,"scale ranged from Strongly Disagree (1), through Neutral (4), to Strongly Agree (7). “I relate this word to shapes, forms, textures that I can see with my eyes.”","@article{troche2017defining,
  title={Defining a conceptual topography of word concreteness: Clustering properties of emotion, sensation, and magnitude among 750 English words},
  author={Troche, Joshua and Crutch, Sebastian J and Reilly, Jamie},
  journal={Frontiers in psychology},
  volume={8},
  pages={1787},
  year={2017},
  publisher={Frontiers Media SA}
}",sensory,,numeric,751
motion_self_troche,"scale ranged from Strongly Disagree (1), through Neutral (4), to Strongly Agree (7). “I relate this word to my own self-generated movement.”","@article{troche2017defining,
  title={Defining a conceptual topography of word concreteness: Clustering properties of emotion, sensation, and magnitude among 750 English words},
  author={Troche, Joshua and Crutch, Sebastian J and Reilly, Jamie},
  journal={Frontiers in psychology},
  volume={8},
  pages={1787},
  year={2017},
  publisher={Frontiers Media SA}
}",motor,,numeric,751
thought_troche,"scale ranged from Strongly Disagree (1), through Neutral (4), to Strongly Agree (7). “I relate this word to mental activity, ideas, opinions, and judgments.”","@article{troche2017defining,
  title={Defining a conceptual topography of word concreteness: Clustering properties of emotion, sensation, and magnitude among 750 English words},
  author={Troche, Joshua and Crutch, Sebastian J and Reilly, Jamie},
  journal={Frontiers in psychology},
  volume={8},
  pages={1787},
  year={2017},
  publisher={Frontiers Media SA}
}",animacy,,numeric,751
